#LimitAlarmDefinitions;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LocationPath,Name,UpdateRate,ReturnToNormalEnable,ReturnToNormalMessageBody,DeadBand,LoLoEnable,LoLoValue,LoLoMessageBody,LoLoSeverity,LoLoAckRequired,LoEnable,LoValue,LoMessageBody,LoSeverity,LoAckRequired,HiEnable,HiValue,HiMessageBody,HiSeverity,HiAckRequired,HiHiEnable,HiHiValue,HiHiMessageBody,HiHiSeverity,HiHiAckRequired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,BT_Start_DOOR_Curoa,,Yes,M1053,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,BT_Stop_DOOR_Curoa,,Yes,M1054,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,BT_Start_OverFlap,,Yes,M1055,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,BT_Stop_OverFlap,,Yes,M1056,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,BT_Start_Vale_Water,,Yes,M1057,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,BT_Stop_Vale_Water,,Yes,M1058,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,PL_M,,Yes,Y360,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,PL_MX,,Yes,Y362,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,PL_B,,Yes,Y366,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,PL_A,,Yes,Y368,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,PL_OVL_M,,Yes,Y361,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,PL_OVL_MX,,Yes,Y363,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,PL_OVL_B,,Yes,Y367,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,PL_OVL_A,,Yes,M1036,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,ALARM_EV,,Yes,M1037,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,SCADA_EV,,Yes,M1038,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,Current_Digital_M1,,Yes,M1039,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,Current_Digital_M1,,Yes,M1040,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,Current_Digital_MX,,Yes,M1041,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,Current_Digital_B,,Yes,M1042,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,Current_Digital_A,,Yes,M1043,"Read, Write",No,,No,,,,REAL,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,Input_Hz_M,,Yes,M1044,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,Input_Hz_A,,Yes,M1045,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,Hz_M,,Yes,M1046,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,Hz_A,,Yes,M1047,"Read, Write",No,,No,,,,WORD,No,No,Yes,1000ms,No,,,,No,0,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,SW_Auto_EV,,Yes,M1036,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien1,SW_Man_EV,,Yes,M1037,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,SW_Auto_EV,,Yes,M59,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,SW_Man_EV,,Yes,M60,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Start_M,,Yes,M1061,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Stop_M,,Yes,M1062,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_RST_M,,Yes,M1063,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Start_A,,Yes,M1064,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Stop_A,,Yes,M1065,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Start_B,,Yes,M1066,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Stop_B,,Yes,M1067,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Start_DS,,Yes,M1068,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Stop_DS,,Yes,M1069,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Start_MX,,Yes,M1070,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Stop_MX,,Yes,M1071,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Start_PUMP,,Yes,M1072,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Stop_PUMP,,Yes,M1073,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Start_DOOR_M,,Yes,M1074,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Stop_DOOR_M,,Yes,M1075,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Start_DOOR_Curoa,,Yes,M1076,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Stop_DOOR_Curoa,,Yes,M1077,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Start_OverFlap,,Yes,M1078,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Stop_OverFlap,,Yes,M1079,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Start_Vale_Water,,Yes,M1080,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,BT_Stop_Vale_Water,,Yes,M1081,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,PL_M,,Yes,Y3A0,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,PL_MX,,Yes,Y3A2,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Address Space\PLC_EpVien\EpVien2,PL_B,,Yes,Y3A6,"Read, Write",No,,No,,,,BOOL,No,No,Yes,1000ms,No,,,,No,FALSE,0,0,4,No,0,1,No,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
